Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Deliveries_Lag1,Rolling_Mean_3
2015,11,2,4,13281,14670,97609.85,82,476,948.26,1,12032,11900.0,10208.333333333334
2020,3,2,0,7976,9096,71584.65,120,712,851.84,1,12169,13281.0,11052.333333333334
2020,2,2,3,12077,12821,65238.99,75,448,811.57,1,4567,7976.0,11111.333333333334
2020,8,0,1,16161,17831,58897.18,100,567,1374.49,2,10109,12077.0,12071.333333333334
2025,12,2,0,11972,12429,106953.95,82,476,854.8,1,13057,16161.0,13403.333333333334
2020,3,1,3,6591,7080,56028.13,100,577,570.45,2,9033,11972.0,11574.666666666666
2024,12,3,0,10873,12142,67409.5,120,700,1141.66,0,13826,6591.0,9812.0
2016,11,0,2,15062,16535,109192.31,60,350,790.75,2,8159,10873.0,10842.0
2024,9,1,1,14493,16180,87455.16,100,589,1280.46,2,10149,15062.0,13476.0
2018,4,2,4,15674,17727,119689.82,100,579,1361.29,0,12749,14493.0,15076.333333333334
2018,9,3,1,11480,12317,57630.95,75,421,724.96,2,6803,15674.0,13882.333333333334
2021,7,0,3,5107,5575,98722.2,120,680,520.91,2,4295,11480.0,10753.666666666666
2020,11,2,0,10833,11738,67921.48,120,699,1135.84,0,4395,5107.0,9140.0
2017,1,1,1,2425,2452,85043.7,100,589,214.25,1,11485,10833.0,6121.666666666667
2021,4,0,4,1178,1245,59860.8,120,697,123.16,0,11746,2425.0,4812.0
2024,1,0,4,7061,7806,68208.12,82,489,517.92,0,9361,1178.0,3554.6666666666665
2016,11,3,4,10587,10768,76868.72,75,429,681.27,0,7428,7061.0,6275.333333333333
2017,6,2,0,12970,13984,54792.11,100,568,1105.04,2,14049,10587.0,10206.0
2016,5,3,0,16123,16490,54294.47,75,441,1066.54,2,8517,12970.0,13226.666666666666
2018,6,3,1,10312,10533,60601.19,75,428,662.03,0,10148,16123.0,13135.0
2017,11,2,2,11833,13467,52804.14,82,462,820.03,0,5490,10312.0,12756.0
2020,6,0,4,5283,6019,76849.72,82,471,373.24,0,13754,11833.0,9142.666666666666
2019,2,1,1,8446,8703,103834.28,100,571,723.4,0,9784,5283.0,8520.666666666666
2024,6,3,4,11466,12672,102943.23,60,353,607.12,0,8734,8446.0,8398.333333333334
2019,10,0,1,11179,12250,66497.78,75,439,736.14,1,13484,11466.0,10363.666666666666
2024,6,0,1,6370,7253,107838.04,75,425,406.09,1,6269,11179.0,9671.666666666666
2016,1,2,0,11583,13270,62668.39,120,711,1235.33,0,8907,6370.0,9710.666666666666
2015,5,2,1,14717,16896,60529.18,100,579,1278.17,2,7570,11583.0,10890.0
2016,1,0,1,11696,12851,84873.7,100,577,1012.29,1,11630,14717.0,12665.333333333334
2023,10,3,0,11110,11165,56375.91,75,414,689.93,2,7016,11696.0,12507.666666666666
2017,3,1,4,9278,10038,80297.12,60,331,460.65,1,4988,11110.0,10694.666666666666
2020,11,0,3,4025,4178,107759.44,60,344,207.69,0,9520,9278.0,8137.666666666667
2017,9,0,0,12488,13915,52725.66,120,710,1329.97,2,10434,4025.0,8597.0
2024,9,2,0,5699,5706,117904.02,100,571,488.12,2,14632,12488.0,7404.0
2023,3,1,1,7479,7943,66291.12,82,471,528.39,2,13469,5699.0,8555.333333333334
2024,12,0,0,6440,7318,95446.99,82,454,438.56,2,4624,7479.0,6539.333333333333
2023,6,1,0,14025,15507,56943.62,120,714,1502.08,1,5580,6440.0,9314.666666666666
2022,10,1,2,10973,11389,86218.09,75,413,679.78,0,6174,14025.0,10479.333333333334
2019,4,0,0,1912,1967,71662.87,82,490,140.53,1,7933,10973.0,8970.0
2021,3,1,4,9365,9687,86116.21,100,562,789.47,0,14286,1912.0,7416.666666666667
2025,5,2,2,12152,13861,50299.72,82,487,887.7,2,3797,9365.0,7809.666666666667
2024,2,2,1,16451,18505,58505.78,82,484,1194.34,1,8775,12152.0,12656.0
2017,6,3,1,6303,6678,68499.34,60,336,317.67,1,8796,16451.0,11635.333333333334
2021,1,2,2,8899,9334,93632.01,100,552,736.84,2,3286,6303.0,10551.0
2017,7,2,3,4965,5147,54041.25,82,467,347.8,0,5810,8899.0,6722.333333333333
2018,4,0,0,6334,6575,50902.82,100,577,548.21,1,13213,4965.0,6732.666666666667
2016,10,2,2,7230,7892,69647.83,100,560,607.32,2,9198,6334.0,6176.333333333333
2022,5,1,0,12897,14591,106099.18,75,447,864.74,0,4181,7230.0,8820.333333333334
2025,7,3,0,5648,6470,100906.96,60,340,288.05,1,4114,12897.0,8591.666666666666
2021,8,0,4,5288,5423,65878.6,120,694,550.48,2,8081,5648.0,7944.333333333333
2017,9,0,2,11877,11996,56644.26,75,449,799.92,0,6919,5288.0,7604.333333333333
2019,3,3,1,11351,12709,110505.64,60,343,584.01,1,8701,11877.0,9505.333333333334
2023,12,0,1,9504,10285,58123.74,82,451,642.95,0,3613,11351.0,10910.666666666666
2016,9,0,0,12055,13630,103624.53,100,589,1065.06,2,10979,9504.0,10970.0
2017,4,3,0,10057,10390,52725.1,120,662,998.66,0,5102,12055.0,10538.666666666666
2021,4,3,4,4781,5355,80907.38,60,344,246.7,0,13185,10057.0,8964.333333333334
2018,6,1,0,9691,10853,88828.09,60,354,514.59,2,10577,4781.0,8176.333333333333
2015,2,0,2,12347,12514,108471.17,82,464,859.35,1,5238,9691.0,8939.666666666666
2017,3,1,3,18358,19736,97573.42,120,664,1828.46,2,6296,12347.0,13465.333333333334
2022,9,2,0,8801,9121,119417.11,120,671,885.82,1,9906,18358.0,13168.666666666666
2025,2,3,0,12396,12952,75141.48,82,480,892.51,2,10335,8801.0,13185.0
2025,6,3,3,8118,8480,82937.9,82,454,552.84,0,3551,12396.0,9771.666666666666
2021,1,1,4,6006,6528,113282.45,120,679,611.71,0,11043,8118.0,8840.0
2016,9,0,1,8273,9112,72757.28,120,701,869.91,2,3835,6006.0,7465.666666666667
2022,4,1,1,6584,6812,105856.02,100,578,570.83,1,3069,8273.0,6954.333333333333
2015,4,1,3,8458,9039,88193.18,120,716,908.39,1,7633,6584.0,7771.666666666667
2025,4,3,3,8085,8158,66600.37,100,571,692.48,2,11766,8458.0,7709.0
2017,11,0,4,12725,12726,110946.83,60,353,673.79,2,10527,8085.0,9756.0
2019,5,1,4,11892,12905,69226.61,82,470,838.39,1,7005,12725.0,10900.666666666666
2023,9,2,0,7649,8709,104272.1,120,694,796.26,1,11347,11892.0,10755.333333333334
2016,8,1,3,14658,16528,89285.6,120,691,1519.3,0,4377,7649.0,11399.666666666666
2015,12,2,3,15316,17145,83706.56,75,416,955.72,1,4502,14658.0,12541.0
2025,6,2,0,14633,14680,101705.69,100,597,1310.39,2,13347,15316.0,14869.0
2025,9,0,2,7957,8516,111167.38,60,331,395.07,2,13669,14633.0,12635.333333333334
2015,6,1,0,9777,10705,66810.19,82,454,665.81,0,4546,7957.0,10789.0
2017,7,2,4,14085,14963,80026.1,120,692,1462.02,0,11357,9777.0,10606.333333333334
2022,12,2,1,4224,4317,95768.1,120,700,443.52,0,12025,14085.0,9362.0
2022,2,3,1,6869,7674,115156.54,75,421,433.78,0,9923,4224.0,8392.666666666666
2015,9,3,4,7812,8720,81730.22,100,576,674.96,0,8289,6869.0,6301.666666666667
2021,10,1,3,9106,9660,97568.63,60,332,453.48,2,10124,7812.0,7929.0
2018,11,2,3,7086,7874,88267.41,75,445,472.99,0,9647,9106.0,8001.333333333333
2016,1,0,3,10152,10455,97615.98,60,332,505.57,2,3367,7086.0,8781.333333333334
2024,12,3,2,8547,8647,79830.61,120,716,917.95,1,5612,10152.0,8595.0
2020,5,2,0,9728,10431,86422.65,120,718,1047.71,1,14589,8547.0,9475.666666666666
2021,5,3,1,8739,9597,65989.81,82,462,605.61,1,6778,9728.0,9004.666666666666
2023,8,1,0,7527,8034,88063.37,100,555,626.62,1,14185,8739.0,8664.666666666666
2024,5,2,0,15342,15732,50011.04,75,439,1010.27,1,4333,7527.0,10536.0
2020,10,1,1,7703,8579,92420.97,120,694,801.88,2,3642,15342.0,10190.666666666666
2024,2,1,0,7689,8468,73864.15,75,432,498.25,0,13086,7703.0,10244.666666666666
2025,11,3,0,15743,16485,55926.89,120,687,1622.32,1,11977,7689.0,10378.333333333334
2016,10,0,3,10492,11662,85438.62,75,436,686.18,1,3851,15743.0,11308.0
2018,3,0,3,13571,15334,70260.77,120,688,1400.53,2,10432,10492.0,13268.666666666666
2020,1,3,0,12259,13450,52050.96,100,580,1066.53,2,9114,13571.0,12107.333333333334
2018,4,3,1,13029,13284,92419.79,100,592,1156.98,1,3539,12259.0,12953.0
2019,6,3,0,11949,13109,58984.49,60,349,625.53,2,14789,13029.0,12412.333333333334
2025,6,0,3,9651,10848,51726.46,75,437,632.62,2,14189,11949.0,11543.0
2023,10,2,3,4490,4791,109589.75,100,588,396.02,2,6457,9651.0,8696.666666666666
2023,10,0,2,9602,10279,72016.23,60,351,505.55,2,12915,4490.0,7914.333333333333
2025,11,0,1,8454,8870,107424.15,60,335,424.81,0,8575,9602.0,7515.333333333333
2021,8,2,0,9993,9998,66905.44,100,575,861.9,1,7559,8454.0,9349.666666666666
2016,12,0,1,3988,4307,110897.84,120,667,399.0,1,12486,9993.0,7478.333333333333
2020,12,0,3,14723,15352,66744.78,60,353,779.58,1,3676,3988.0,9568.0
2023,5,0,2,10226,11530,80384.98,75,447,685.65,2,10083,14723.0,9645.666666666666
2023,4,0,3,8362,8893,75237.3,120,707,886.79,2,9288,10226.0,11103.666666666666
2024,12,3,4,11479,12534,87170.22,100,584,1005.56,1,10648,8362.0,10022.333333333334
2018,4,1,1,10049,10153,56291.38,100,580,874.26,0,7091,11479.0,9963.333333333334
2022,11,3,4,7778,8204,115530.24,82,453,528.52,2,11080,10049.0,9768.666666666666
2025,3,3,1,6581,6910,64552.18,60,354,349.45,1,10494,7778.0,8136.0
2021,5,2,2,15090,16520,67998.3,100,597,1351.31,1,5037,6581.0,9816.333333333334
2015,6,3,2,8199,8753,59041.16,120,717,881.8,0,10274,15090.0,9956.666666666666
2016,4,2,2,12031,13690,84787.44,100,599,1080.99,0,13217,8199.0,11773.333333333334
2017,1,2,4,8095,9052,112431.05,100,571,693.34,0,13919,12031.0,9441.666666666666
2018,6,2,1,16782,18992,89051.16,75,448,1127.75,1,3584,8095.0,12302.666666666666
2021,1,1,1,11739,13015,112633.34,75,416,732.51,0,14882,16782.0,12205.333333333334
2019,7,3,4,13026,14158,61655.25,100,585,1143.03,2,5110,11739.0,13849.0
2016,2,3,1,8517,8725,77375.71,75,448,572.34,0,6097,13026.0,11094.0
2021,3,2,0,5611,6402,112445.2,100,576,484.79,2,9523,8517.0,9051.333333333334
2024,3,1,0,8489,8936,61697.01,82,452,575.55,2,7628,5611.0,7539.0
2018,5,3,1,14549,16062,99042.8,82,481,1049.71,2,13474,8489.0,9549.666666666666
2017,7,3,3,7576,8078,95452.56,82,489,555.7,1,3768,14549.0,10204.666666666666
2023,10,2,4,14734,15978,61356.07,100,565,1248.71,1,13799,7576.0,12286.333333333334
2015,9,2,0,6086,6274,50769.71,120,668,609.82,2,13800,14734.0,9465.333333333334
2016,5,3,3,10226,11707,80274.85,120,678,1039.98,0,9073,6086.0,10348.666666666666
2020,1,1,4,8304,8877,70039.59,75,421,524.4,1,10742,10226.0,8205.333333333334
2022,12,2,3,11779,12668,112583.82,60,358,632.53,1,12688,8304.0,10103.0
2025,11,0,4,8686,8798,91471.18,120,705,918.54,0,5288,11779.0,9589.666666666666
2022,7,3,1,8531,9379,73919.83,120,701,897.03,1,3236,8686.0,9665.333333333334
2017,10,3,3,7030,7700,91951.15,82,458,482.96,2,11461,8531.0,8082.333333333333
2018,5,0,3,11713,12376,54342.57,60,340,597.36,0,9071,7030.0,9091.333333333334
2018,3,1,3,7221,7258,77433.74,82,479,518.83,0,5321,11713.0,8654.666666666666
2023,6,0,3,13321,14199,70849.31,82,469,937.13,0,3854,7221.0,10751.666666666666
2022,9,0,0,9064,9252,102371.33,100,573,779.05,2,12395,13321.0,9868.666666666666
2016,3,0,1,15568,16533,58532.03,60,335,782.29,0,11173,9064.0,12651.0
2015,8,3,1,16705,18976,93696.66,82,455,1140.12,0,14277,15568.0,13779.0
2023,9,3,1,8845,9670,96317.25,82,463,614.29,0,6840,16705.0,13706.0
2019,9,2,2,10972,11213,61176.64,75,442,727.44,1,10395,8845.0,12174.0
2020,1,1,3,12267,13257,85609.42,82,460,846.42,0,11937,10972.0,10694.666666666666
2017,9,2,3,10095,10441,91779.63,82,489,740.47,0,14149,12267.0,11111.333333333334
2019,8,3,4,8798,9658,78363.8,75,434,572.75,2,4289,10095.0,10386.666666666666
2025,7,2,4,9589,10815,67300.15,60,330,474.66,2,10430,8798.0,9494.0
2021,12,1,3,10220,10830,61910.68,75,422,646.93,0,6158,9589.0,9535.666666666666
2017,5,1,4,3928,4343,107198.97,75,432,254.53,0,14604,10220.0,7912.333333333333
2017,2,1,0,14501,16437,70118.67,60,341,741.73,1,3697,3928.0,9549.666666666666
2023,5,2,2,11264,12716,99013.18,82,473,799.18,0,10314,14501.0,9897.666666666666
2023,11,1,0,15370,16023,94806.33,100,580,1337.19,1,4841,11264.0,13711.666666666666
2022,2,0,3,10212,11322,80523.38,120,697,1067.66,2,7086,15370.0,12282.0
2017,7,1,2,2321,2587,78676.97,120,699,243.36,1,6122,10212.0,9301.0
2016,1,1,3,7412,7789,107037.76,60,332,369.12,1,13737,2321.0,6648.333333333333
2019,7,1,0,4589,5205,57243.25,120,699,481.16,2,13883,7412.0,4774.0
2025,10,1,1,7677,8705,119881.22,75,419,482.5,2,4444,4589.0,6559.333333333333
2024,12,2,2,6156,6299,94129.52,60,352,325.04,1,13315,7677.0,6140.666666666667
2021,11,0,2,4017,4053,72785.23,82,456,274.76,1,11519,6156.0,5950.0
2019,11,3,1,9770,10883,64419.17,75,439,643.35,2,3253,4017.0,6647.666666666667
2016,6,1,3,13711,15380,95953.5,82,456,937.83,0,7059,9770.0,9166.0
2024,12,3,1,9134,9485,57062.22,82,475,650.8,0,11158,13711.0,10871.666666666666
2022,10,0,0,8838,9805,106771.08,120,711,942.57,2,14899,9134.0,10561.0
2015,2,1,0,5325,5514,100975.14,82,466,372.22,1,10587,8838.0,7765.666666666667
2025,1,3,1,2960,3135,62589.11,82,462,205.13,1,8460,5325.0,5707.666666666667
2018,4,3,3,6612,7086,115020.17,100,566,561.36,1,8584,2960.0,4965.666666666667
2015,7,2,2,6812,6939,101160.72,120,716,731.61,0,5174,6612.0,5461.333333333333
2022,8,3,2,13179,14454,107870.94,82,455,899.47,2,9057,6812.0,8867.666666666666
2021,6,2,1,6935,7185,115528.79,120,691,718.81,1,7377,13179.0,8975.333333333334
2023,4,1,0,6051,6712,116674.39,100,591,536.42,0,13834,6935.0,8721.666666666666
2020,10,2,4,11829,13504,77739.41,60,350,621.02,1,8871,6051.0,8271.666666666666
2024,8,0,1,4363,4926,102724.94,82,473,309.55,1,7347,11829.0,7414.333333333333
2020,7,3,3,2130,2389,110700.65,100,583,186.27,1,3563,4363.0,6107.333333333333
2018,2,1,1,14802,15759,76532.83,82,488,1083.51,0,6014,2130.0,7098.333333333333
2015,8,2,3,10293,10639,81670.77,100,557,859.98,2,5116,14802.0,9075.0
2016,11,1,2,6051,6905,96800.09,60,350,317.68,2,7343,10293.0,10382.0
2022,11,3,3,9357,10368,88836.47,82,468,656.86,2,9789,6051.0,8567.0
2020,4,3,2,11163,11497,75988.96,60,345,577.69,2,11705,9357.0,8857.0
2022,12,3,0,4639,4898,73303.85,60,335,233.11,0,10287,11163.0,8386.333333333334
2019,4,1,2,12017,12889,105581.01,100,578,1041.87,1,7104,4639.0,9273.0
2023,9,1,3,5499,5702,96785.25,60,352,290.35,2,8377,12017.0,7385.0
2024,5,2,4,8707,9536,109940.95,75,430,561.6,1,5600,5499.0,8741.0
2016,5,0,3,9938,10101,88357.16,60,343,511.31,0,13132,8707.0,8048.0
2024,5,1,2,9655,9911,75453.94,82,466,674.88,2,14918,9938.0,9433.333333333334
2017,2,2,4,10693,11944,82059.7,75,427,684.89,2,6634,9655.0,10095.333333333334
2023,5,0,3,10595,11246,119356.09,82,470,746.95,0,9646,10693.0,10314.333333333334
2021,11,0,4,5293,5470,63164.1,100,571,453.35,1,10899,10595.0,8860.333333333334
2015,8,1,0,5021,5368,116309.83,75,418,314.82,2,10034,5293.0,6969.666666666667
2017,3,0,3,18097,18295,93564.03,82,491,1332.84,0,5281,5021.0,9470.333333333334
2018,11,3,4,2125,2299,56121.26,82,466,148.54,1,7962,18097.0,8414.333333333334
2022,3,3,0,7888,8484,82503.22,82,461,545.46,1,9060,2125.0,9370.0
2020,11,1,1,5000,5740,89280.51,82,479,359.25,1,6905,7888.0,5004.333333333333
2016,6,0,4,14693,14788,61537.04,75,417,919.05,1,11711,5000.0,9193.666666666666
2018,12,3,2,13800,13902,67994.39,120,687,1422.09,0,5723,14693.0,11164.333333333334
2015,11,1,4,7449,7695,63050.68,100,588,657.0,1,7201,13800.0,11980.666666666666
2017,3,3,1,16645,19120,88113.76,82,490,1223.41,1,3907,7449.0,12631.333333333334
2016,1,2,3,9845,11192,64746.35,100,581,857.99,0,10578,16645.0,11313.0
2017,5,1,2,5599,6209,89345.1,82,489,410.69,0,8955,9845.0,10696.333333333334
2021,4,1,4,6976,7095,78767.24,82,477,499.13,1,11544,5599.0,7473.333333333333
2020,4,0,1,11669,12273,106539.17,120,674,1179.74,2,3759,6976.0,8081.333333333333
2020,12,1,2,14367,16245,81271.77,100,567,1221.91,0,4658,11669.0,11004.0
2025,6,3,2,5082,5510,98496.59,82,472,359.81,2,8210,14367.0,10372.666666666666
2023,9,2,3,9521,10178,89652.66,82,457,652.66,2,8629,5082.0,9656.666666666666
2015,3,2,3,10745,10785,117385.39,100,591,952.54,0,11351,9521.0,8449.333333333334
2017,9,1,0,8946,10154,119731.04,100,591,793.06,0,13138,10745.0,9737.333333333334
2017,7,0,2,9498,10002,85394.39,100,597,850.55,0,13515,8946.0,9729.666666666666
2022,2,1,4,12927,14163,88739.94,120,660,1279.77,1,11358,9498.0,10457.0
2024,1,2,1,10132,10885,115129.64,82,487,740.14,1,12429,12927.0,10852.333333333334
2021,8,0,0,4842,5323,109677.71,60,337,244.76,2,8898,10132.0,9300.333333333334
2015,10,2,0,10786,11162,51708.05,75,445,719.97,2,3255,4842.0,8586.666666666666
2015,12,1,0,9736,10358,81597.09,60,334,487.77,2,12537,10786.0,8454.666666666666
2024,4,1,4,15319,17286,58222.35,60,350,804.25,2,7906,9736.0,11947.0
2023,1,3,0,6048,6284,85833.15,60,339,307.54,2,5011,15319.0,10367.666666666666
2020,8,2,1,12638,14358,58573.7,120,692,1311.82,0,13553,6048.0,11335.0
2024,3,2,0,13546,15290,119902.8,100,581,1180.53,0,12541,12638.0,10744.0
2017,12,3,2,12033,12123,52443.81,82,473,853.74,0,8258,13546.0,12739.0
2019,10,1,1,6836,7478,67723.92,82,483,495.27,0,12813,12033.0,10805.0
2015,4,1,0,7509,8426,69729.83,75,416,468.56,2,11360,6836.0,8792.666666666666
2023,7,3,0,8712,9269,92433.55,75,433,565.84,1,10816,7509.0,7685.666666666667
2018,10,3,3,8168,8418,79308.66,120,673,824.56,2,3002,8712.0,8129.666666666667
2018,6,2,4,8352,9537,108951.58,120,677,848.15,1,3926,8168.0,8410.666666666666
2022,9,0,2,12998,13364,110176.59,60,337,657.05,0,5717,8352.0,9839.333333333334
2024,7,1,4,4031,4541,81730.98,60,351,212.23,1,4146,12998.0,8460.333333333334
2019,11,2,0,10931,11121,117908.18,82,451,739.48,0,12632,4031.0,9320.0
2022,10,0,1,10502,11504,102589.12,60,350,551.35,1,5380,10931.0,8488.0
2017,10,2,0,2856,2917,93679.89,100,563,241.19,0,8854,10502.0,8096.333333333333
2023,6,0,4,6376,7139,67031.13,82,480,459.07,2,3820,2856.0,6578.0
2016,2,2,0,11687,12260,96731.54,60,354,620.58,0,12147,6376.0,6973.0
2025,3,3,4,9324,10053,104529.2,100,567,793.01,0,5144,11687.0,9129.0
2024,10,2,1,13290,13716,118042.95,75,417,831.29,2,4213,9324.0,11433.666666666666
2022,6,0,4,11175,12059,86222.27,60,357,598.42,1,9588,13290.0,11263.0
2024,12,1,3,10907,11879,74142.24,60,331,541.53,1,9499,11175.0,11790.666666666666
2019,12,1,3,5928,6097,75670.53,75,416,369.91,2,10538,10907.0,9336.666666666666
2024,12,2,1,5717,6024,114026.56,100,578,495.66,2,11858,5928.0,7517.333333333333
2016,11,3,2,2787,3166,99982.29,120,696,290.96,2,6712,5717.0,4810.666666666667
2017,2,1,4,6521,7151,77659.16,100,585,572.22,2,5390,2787.0,5008.333333333333
2015,4,2,1,10387,11371,81391.19,120,677,1054.8,0,6943,6521.0,6565.0
2017,3,3,3,4959,5104,59856.21,82,476,354.07,1,12375,10387.0,7289.0
2025,4,3,1,9260,10611,112519.71,100,567,787.56,0,14978,4959.0,8202.0
2024,7,3,0,15734,17751,118196.98,120,686,1619.03,1,3725,9260.0,9984.333333333334
2019,10,2,0,11057,11592,88087.6,120,693,1149.38,0,7278,15734.0,12017.0
2020,2,3,3,9445,10658,77723.81,82,459,650.29,2,8097,11057.0,12078.666666666666
2024,2,1,3,3265,3468,105086.98,120,692,338.91,1,9564,9445.0,7922.333333333333
2020,1,3,2,7377,8178,71805.86,60,353,390.61,2,8311,3265.0,6695.666666666667
2017,1,3,3,12900,14332,59999.52,60,352,681.12,1,12227,7377.0,7847.333333333333
2022,3,1,1,12358,13043,101854.59,100,589,1091.83,0,12159,12900.0,10878.333333333334
2016,10,2,4,8723,9386,111195.58,75,431,563.94,1,11427,12358.0,11327.0
2019,12,2,2,14919,15702,114986.08,75,414,926.47,2,9592,8723.0,12000.0
2025,1,0,2,13061,13356,108516.44,75,447,875.74,1,4643,14919.0,12234.333333333334
2015,9,1,1,13742,13797,65538.05,75,421,867.81,1,11062,13061.0,13907.333333333334
2019,3,0,0,2030,2114,117121.03,82,456,138.85,0,9957,13742.0,9611.0
2017,3,0,2,8283,9476,63784.8,120,717,890.84,2,14937,2030.0,8018.333333333333
2015,3,1,0,5428,5720,70551.43,120,708,576.45,1,12721,8283.0,5247.0
2017,7,0,1,11311,11485,77491.15,100,577,978.97,2,9037,5428.0,8340.666666666666
2021,12,1,1,13787,14126,106287.65,75,442,914.08,2,4526,11311.0,10175.333333333334
2015,3,1,4,10232,11578,101853.8,100,584,896.32,2,11429,13787.0,11776.666666666666
2019,8,3,3,9682,10592,60226.76,60,354,514.11,1,5820,10232.0,11233.666666666666
2025,9,0,0,9269,10104,88928.09,120,684,951.0,2,8148,9682.0,9727.666666666666
2018,3,3,1,11772,12433,88490.8,75,414,731.04,2,8113,9269.0,10241.0
2022,8,1,0,9876,10129,53073.32,100,582,862.17,1,12287,11772.0,10305.666666666666
2015,2,1,2,6790,7160,118024.75,60,358,364.62,1,6021,9876.0,9479.333333333334
2020,5,3,1,6593,7411,79936.84,75,434,429.2,2,4075,6790.0,7753.0
2022,6,1,0,6353,6818,51579.88,75,438,417.39,1,6528,6593.0,6578.666666666667
2025,4,3,0,7767,8911,99603.43,60,331,385.63,2,3421,6353.0,6904.333333333333
2024,2,1,1,5737,6391,83777.69,75,447,384.67,0,6524,7767.0,6619.0
2025,2,0,0,11891,12152,88572.19,120,668,1191.48,2,10334,5737.0,8465.0
2016,7,3,1,10058,11503,75755.85,120,679,1024.41,2,4786,11891.0,9228.666666666666
2023,12,2,2,9386,10716,71961.47,100,572,805.32,1,4375,10058.0,10445.0
2025,12,2,4,17322,18872,58591.8,100,598,1553.78,0,4474,9386.0,12255.333333333334
2023,7,1,4,20021,21439,98881.93,82,468,1405.47,2,5427,17322.0,15576.333333333334
2020,12,0,1,10327,11623,119683.85,82,451,698.62,2,4354,20021.0,15890.0
2018,12,1,0,6620,7570,79897.35,120,688,683.18,0,13775,10327.0,12322.666666666666
2024,8,0,0,12279,13291,78939.16,75,415,764.37,1,11569,6620.0,9742.0
2019,4,3,4,14714,15851,119319.96,75,435,960.09,2,7451,12279.0,11204.333333333334
2018,7,3,1,4861,5139,88831.23,100,553,403.22,0,3050,14714.0,10618.0
2016,1,3,2,8190,8927,70416.38,120,701,861.18,0,13321,4861.0,9255.0
2023,1,1,3,6636,7522,100297.19,60,332,330.47,0,12853,8190.0,6562.333333333333
2022,12,2,2,15440,16476,104263.35,100,576,1334.02,2,6800,6636.0,10088.666666666666
2020,12,2,1,11971,13387,74568.29,60,342,614.11,1,7724,15440.0,11349.0
2020,5,2,2,6380,6473,86877.2,60,331,316.77,0,4326,11971.0,11263.666666666666
2016,6,0,2,13441,15177,109256.0,82,488,983.88,1,6026,6380.0,10597.333333333334
2025,2,3,3,13671,14108,72777.33,75,418,857.17,2,10446,13441.0,11164.0
2019,11,0,0,13482,13757,108525.52,75,418,845.32,2,6614,13671.0,13531.333333333334
2022,6,3,2,8749,9899,64115.86,120,664,871.4,2,12457,13482.0,11967.333333333334
2017,10,0,2,11012,12619,82550.67,75,444,733.4,0,3748,8749.0,11081.0
2018,10,2,1,11265,11474,54937.49,60,357,603.24,1,5281,11012.0,10342.0
2018,4,1,0,2568,2829,116214.73,120,677,260.78,1,3013,11265.0,8281.666666666666
